payment_key,payment_id,payment_date_key,policy_key,payment_amount,payment_method
8980,PAY008980,20260705,4968,709.22,Cash
8981,PAY008981,20230413,4969,24674.66,Cash
8982,PAY008982,20250411,4970,6125.46,Bank Transfer
8983,PAY008983,20250415,4971,24718.83,Cash
8984,PAY008984,20260424,4972,1339.56,Bank Transfer
8985,PAY008985,20260522,4972,1568.04,Bank Transfer
8986,PAY008986,20250204,4973,842.71,SADAD
8987,PAY008987,20260202,4974,1548.14,SADAD
8988,PAY008988,20260303,4974,28.17,Cash
8989,PAY008989,20231118,4975,6272.51,Bank Transfer
8990,PAY008990,20221012,4976,48310.47,Cash
8991,PAY008991,20230813,4977,2100.15,SADAD
8992,PAY008992,20251216,4978,51385.36,SADAD
8993,PAY008993,20241208,4979,943.06,SADAD
8994,PAY008994,20250105,4979,16078.33,Cash
8995,PAY008995,20251220,4980,2115.24,SADAD
8996,PAY008996,20260119,4980,2375.38,Credit Card
8997,PAY008997,20241211,4981,17614.0,Cash
8998,PAY008998,20250617,4982,123350.44,SADAD
8999,PAY008999,20260210,4983,263.84,Cash
9000,PAY009000,20260312,4983,413.89,Bank Transfer
9001,PAY009001,20260414,4983,1046.74,SADAD
9002,PAY009002,20260513,4983,649.6,Cash
9003,PAY009003,20230316,4984,4001.78,Credit Card
9004,PAY009004,20230417,4984,2369.38,Cash
9005,PAY009005,20230722,4985,8919.39,SADAD
9006,PAY009006,20240110,4986,1489.15,Cash
9007,PAY009007,20240207,4986,81.59,Bank Transfer
9008,PAY009008,20260704,4987,2170.37,SADAD
9009,PAY009009,20240807,4988,5057.98,SADAD
9010,PAY009010,20260504,4989,1505.35,Cash
9011,PAY009011,20260605,4989,1.16,Cash
9012,PAY009012,20260630,4989,137.55,Credit Card
9013,PAY009013,20260802,4989,1672.57,SADAD
9014,PAY009014,20230503,4990,3637.0,Bank Transfer
9015,PAY009015,20231111,4991,1733.98,Bank Transfer
9016,PAY009016,20231212,4991,132.51,Credit Card
9017,PAY009017,20240113,4991,65.75,Cash
9018,PAY009018,20240212,4991,2238.91,Credit Card
9019,PAY009019,20250822,4992,29191.62,Bank Transfer
9020,PAY009020,20240327,4993,1648.88,Cash
9021,PAY009021,20241127,4994,11753.11,Credit Card
9022,PAY009022,20240111,4995,33807.78,Cash
9023,PAY009023,20251123,4996,9821.3,SADAD
9024,PAY009024,20251219,4996,19.03,Credit Card
9025,PAY009025,20230610,4997,9497.67,Credit Card
9026,PAY009026,20251006,4998,204.04,SADAD
9027,PAY009027,20251107,4998,1548.31,SADAD
9028,PAY009028,20260115,4999,11285.87,Credit Card
9029,PAY009029,20260211,4999,28269.07,Bank Transfer
9030,PAY009030,20251230,5000,2272.65,Bank Transfer
9031,PAY009031,20241126,5001,42.49,SADAD
9032,PAY009032,20241222,5001,3146.2,SADAD
9033,PAY009033,20250123,5001,5043.53,Bank Transfer
9034,PAY009034,20250220,5001,6895.31,SADAD
9035,PAY009035,20250913,5002,6076.07,Credit Card
9036,PAY009036,20221227,5003,4837.53,Credit Card
9037,PAY009037,20250408,5004,3716.96,SADAD
9038,PAY009038,20250509,5004,318.39,Cash
9039,PAY009039,20251124,5005,900.48,Bank Transfer
9040,PAY009040,20230214,5006,1093.67,Bank Transfer
9041,PAY009041,20230313,5006,965.51,SADAD
9042,PAY009042,20230211,5007,15269.74,SADAD
9043,PAY009043,20250322,5008,621.98,Bank Transfer
9044,PAY009044,20250417,5008,809.1,Credit Card
9045,PAY009045,20250522,5008,2286.29,Bank Transfer
9046,PAY009046,20250620,5008,431.12,Bank Transfer
9047,PAY009047,20240429,5009,4169.55,Cash
9048,PAY009048,20250601,5010,1909.82,SADAD
9049,PAY009049,20251009,5011,5093.11,SADAD
9050,PAY009050,20231130,5012,228.33,Credit Card
9051,PAY009051,20231229,5012,862.0,SADAD
9052,PAY009052,20240127,5012,1578.79,Credit Card
9053,PAY009053,20240224,5012,3001.02,Cash
9054,PAY009054,20251027,5013,3772.87,SADAD
9055,PAY009055,20251201,5013,429.17,Bank Transfer
9056,PAY009056,20251229,5013,47.47,SADAD
9057,PAY009057,20260128,5013,1125.29,Bank Transfer
9058,PAY009058,20231026,5014,62854.92,SADAD
9059,PAY009059,20231126,5014,7269.07,Cash
9060,PAY009060,20241116,5015,54166.15,Credit Card
9061,PAY009061,20241214,5015,44411.45,Cash
9062,PAY009062,20260528,5016,893.72,Bank Transfer
9063,PAY009063,20260630,5016,1460.6,Cash
9064,PAY009064,20260727,5016,244.88,SADAD
9065,PAY009065,20250620,5017,845.51,Cash
9066,PAY009066,20250224,5018,6922.46,SADAD
9067,PAY009067,20250326,5018,6590.28,Bank Transfer
9068,PAY009068,20230817,5019,27014.2,Cash
9069,PAY009069,20250323,5020,1396.25,Cash
9070,PAY009070,20250527,5021,10053.2,Bank Transfer
9071,PAY009071,20240405,5022,7983.24,SADAD
9072,PAY009072,20230101,5023,1409.72,Cash
9073,PAY009073,20250926,5024,50485.84,Credit Card
9074,PAY009074,20260424,5025,1373.64,Bank Transfer
9075,PAY009075,20240704,5026,7700.72,Bank Transfer
9076,PAY009076,20251226,5027,9608.42,SADAD
9077,PAY009077,20231006,5028,9598.57,Bank Transfer
9078,PAY009078,20260225,5029,8459.68,Cash
9079,PAY009079,20260329,5029,7155.59,Credit Card
9080,PAY009080,20220427,5030,27469.29,Credit Card
9081,PAY009081,20251003,5031,9338.84,Cash
9082,PAY009082,20251029,5032,4315.66,Cash
9083,PAY009083,20250203,5033,7483.79,Cash
9084,PAY009084,20250612,5034,745.44,Cash
9085,PAY009085,20250714,5034,2066.67,Bank Transfer
9086,PAY009086,20250812,5034,3367.79,Bank Transfer
9087,PAY009087,20250912,5034,1902.73,Credit Card
9088,PAY009088,20220920,5035,181887.08,Cash
9089,PAY009089,20241223,5036,1702.37,Cash
9090,PAY009090,20250127,5036,1146.97,Cash
9091,PAY009091,20221220,5037,14706.3,Cash
9092,PAY009092,20240301,5038,178396.14,Credit Card
9093,PAY009093,20260806,5039,6773.68,Bank Transfer
9094,PAY009094,20240527,5040,11984.91,Cash
9095,PAY009095,20240625,5040,376.28,Bank Transfer
9096,PAY009096,20260604,5041,4336.63,Bank Transfer
9097,PAY009097,20260705,5041,43712.2,Credit Card
9098,PAY009098,20250309,5042,1740.84,Bank Transfer
9099,PAY009099,20260625,5043,8742.75,SADAD
9100,PAY009100,20250829,5044,36.5,Bank Transfer
9101,PAY009101,20251002,5044,1381.41,Credit Card
9102,PAY009102,20251101,5044,358.17,Bank Transfer
9103,PAY009103,20251127,5044,603.6,SADAD
9104,PAY009104,20250124,5045,3636.1,SADAD
9105,PAY009105,20250303,5046,439.95,Credit Card
9106,PAY009106,20250402,5046,11620.09,SADAD
9107,PAY009107,20250503,5046,1125.25,SADAD
9108,PAY009108,20250529,5046,3605.78,Cash
9109,PAY009109,20231224,5047,1692.22,SADAD
9110,PAY009110,20250413,5048,142.08,Cash
9111,PAY009111,20250514,5048,672.46,Bank Transfer
9112,PAY009112,20250613,5048,39.55,SADAD
9113,PAY009113,20250709,5048,329.97,SADAD
9114,PAY009114,20260616,5049,1525.95,Bank Transfer
9115,PAY009115,20250715,5050,1961.34,Bank Transfer
9116,PAY009116,20250811,5050,172.8,SADAD
9117,PAY009117,20230805,5051,3310.21,Bank Transfer
9118,PAY009118,20250219,5052,12321.98,Credit Card
9119,PAY009119,20250404,5053,8198.79,Credit Card
9120,PAY009120,20231224,5054,545.25,Credit Card
9121,PAY009121,20240122,5054,814.86,SADAD
9122,PAY009122,20240218,5054,2.04,Cash
9123,PAY009123,20240319,5054,150.91,Cash
9124,PAY009124,20230513,5055,1808.99,Bank Transfer
9125,PAY009125,20241113,5056,700.46,Credit Card
9126,PAY009126,20241213,5056,722.73,Bank Transfer
9127,PAY009127,20240902,5057,373.06,Credit Card
9128,PAY009128,20240927,5057,2873.92,Bank Transfer
9129,PAY009129,20240718,5058,4295.87,Credit Card
9130,PAY009130,20240127,5059,9648.57,Cash
9131,PAY009131,20230719,5060,10799.85,Bank Transfer
9132,PAY009132,20230812,5061,6166.49,Bank Transfer
9133,PAY009133,20241015,5062,2154.67,SADAD
9134,PAY009134,20231225,5063,274.68,Bank Transfer
9135,PAY009135,20240129,5063,5101.19,Cash
9136,PAY009136,20240802,5064,509.83,Cash
9137,PAY009137,20240902,5064,2278.0,SADAD
9138,PAY009138,20240930,5064,2145.64,Credit Card
9139,PAY009139,20241028,5064,3740.47,Bank Transfer
9140,PAY009140,20260407,5065,6324.75,Cash
9141,PAY009141,20230719,5066,19401.6,Bank Transfer
9142,PAY009142,20250807,5067,12551.62,Credit Card
9143,PAY009143,20240204,5068,1188.39,Bank Transfer
9144,PAY009144,20230902,5069,5319.75,SADAD
9145,PAY009145,20230930,5069,120.33,Cash
9146,PAY009146,20231031,5069,2885.87,Credit Card
9147,PAY009147,20231202,5069,853.08,Cash
9148,PAY009148,20260509,5070,28016.83,Bank Transfer
9149,PAY009149,20260608,5070,3738.08,Bank Transfer
9150,PAY009150,20241201,5071,8698.91,Bank Transfer
9151,PAY009151,20241229,5071,3406.72,Bank Transfer
9152,PAY009152,20231013,5072,2.16,Cash
9153,PAY009153,20231112,5072,8.45,Bank Transfer
9154,PAY009154,20231212,5072,548.3,SADAD
9155,PAY009155,20240108,5072,123.93,Bank Transfer
9156,PAY009156,20230906,5073,5134.03,Credit Card
9157,PAY009157,20221215,5074,3370.76,Bank Transfer
9158,PAY009158,20230114,5074,1434.09,Credit Card
9159,PAY009159,20230211,5074,1031.91,Bank Transfer
9160,PAY009160,20230314,5074,1513.54,Credit Card
9161,PAY009161,20251104,5075,25359.65,Cash
9162,PAY009162,20260424,5076,8207.58,Cash
9163,PAY009163,20241111,5077,2135.94,Bank Transfer
9164,PAY009164,20241019,5078,16340.32,SADAD
9165,PAY009165,20220906,5079,8282.3,SADAD
9166,PAY009166,20251122,5080,6846.56,Cash
9167,PAY009167,20251224,5080,8460.98,SADAD
9168,PAY009168,20241020,5081,351.94,Cash
9169,PAY009169,20241118,5081,2439.42,Bank Transfer
9170,PAY009170,20241215,5081,428.75,SADAD
9171,PAY009171,20250118,5081,204.93,Cash
9172,PAY009172,20260123,5082,2121.35,SADAD
9173,PAY009173,20250102,5083,136.24,Credit Card
9174,PAY009174,20250205,5083,173.28,Cash
9175,PAY009175,20241021,5084,37025.45,Credit Card
9176,PAY009176,20240121,5085,338.09,SADAD
9177,PAY009177,20251018,5086,4200.14,Credit Card
9178,PAY009178,20231206,5087,16283.59,Credit Card
9179,PAY009179,20251106,5088,2970.08,Bank Transfer
9180,PAY009180,20251207,5088,182.02,Bank Transfer
9181,PAY009181,20260107,5088,4497.66,Cash
9182,PAY009182,20260203,5088,39.38,Bank Transfer
9183,PAY009183,20260119,5089,1200.87,Bank Transfer
9184,PAY009184,20241204,5090,7776.11,Cash
9185,PAY009185,20231221,5091,12620.91,Bank Transfer
9186,PAY009186,20260415,5092,2068.33,SADAD
9187,PAY009187,20260515,5092,1353.25,Bank Transfer
9188,PAY009188,20260618,5092,1711.66,Bank Transfer
9189,PAY009189,20260715,5092,1899.97,Cash
9190,PAY009190,20250901,5093,53.91,SADAD
9191,PAY009191,20251004,5093,1081.8,Credit Card
9192,PAY009192,20250523,5094,4208.12,Bank Transfer
9193,PAY009193,20250620,5094,827.22,SADAD
9194,PAY009194,20260217,5095,6040.15,Cash
9195,PAY009195,20260319,5095,1040.41,SADAD
9196,PAY009196,20260416,5095,15.04,Cash
9197,PAY009197,20260515,5095,637.35,Cash
9198,PAY009198,20251007,5096,9102.41,Bank Transfer
9199,PAY009199,20260423,5097,3626.01,Cash
9200,PAY009200,20241125,5098,1454.65,Cash
9201,PAY009201,20241227,5098,488.59,Credit Card
9202,PAY009202,20250128,5098,7273.06,SADAD
9203,PAY009203,20250223,5098,11259.47,Credit Card
9204,PAY009204,20220926,5099,2059.84,Bank Transfer
9205,PAY009205,20221026,5099,3729.38,Cash
9206,PAY009206,20221121,5099,800.49,Credit Card
9207,PAY009207,20221224,5099,328.28,Credit Card
9208,PAY009208,20240609,5100,9178.92,SADAD
9209,PAY009209,20240711,5100,7965.29,Credit Card
9210,PAY009210,20240501,5101,2935.15,Credit Card
9211,PAY009211,20240531,5101,6925.1,SADAD
9212,PAY009212,20250624,5102,3386.88,Credit Card
9213,PAY009213,20250724,5102,5552.48,Cash
9214,PAY009214,20240722,5103,6589.68,Credit Card
9215,PAY009215,20250116,5104,6704.91,SADAD
9216,PAY009216,20260702,5105,6420.57,Credit Card
9217,PAY009217,20260803,5105,14394.56,Bank Transfer
9218,PAY009218,20251013,5106,661.81,Cash
9219,PAY009219,20260219,5107,4951.32,SADAD
9220,PAY009220,20250702,5108,508.25,SADAD
9221,PAY009221,20250801,5108,993.54,Cash
9222,PAY009222,20250831,5108,428.46,Cash
9223,PAY009223,20251002,5108,7632.0,Credit Card
9224,PAY009224,20230911,5109,21471.84,Credit Card
9225,PAY009225,20250916,5110,3613.07,Bank Transfer
9226,PAY009226,20251016,5110,2001.96,Cash
9227,PAY009227,20240929,5111,7194.87,Cash
9228,PAY009228,20260422,5112,3585.35,Credit Card
9229,PAY009229,20260522,5112,15298.42,Cash
9230,PAY009230,20221231,5113,6949.12,SADAD
9231,PAY009231,20241118,5114,7173.6,SADAD
9232,PAY009232,20260210,5115,8492.09,SADAD
9233,PAY009233,20260316,5115,10916.72,Bank Transfer
9234,PAY009234,20240106,5116,8943.64,Cash
9235,PAY009235,20240627,5117,1567.85,SADAD
9236,PAY009236,20240725,5117,719.01,Bank Transfer
9237,PAY009237,20250817,5118,3724.37,Credit Card
9238,PAY009238,20250916,5118,2656.49,Bank Transfer
9239,PAY009239,20251018,5118,1135.27,Cash
9240,PAY009240,20251117,5118,779.66,SADAD
9241,PAY009241,20240821,5119,1027.33,Cash
9242,PAY009242,20240920,5119,1123.46,Bank Transfer
9243,PAY009243,20241018,5119,4895.32,Credit Card
9244,PAY009244,20241121,5119,831.59,Bank Transfer
9245,PAY009245,20231119,5120,12655.92,Cash
9246,PAY009246,20231217,5120,476.31,SADAD
9247,PAY009247,20240118,5120,13667.86,Bank Transfer
9248,PAY009248,20240215,5120,6286.27,Credit Card
9249,PAY009249,20251123,5121,68.0,Cash
9250,PAY009250,20251222,5121,7201.41,SADAD
9251,PAY009251,20221014,5122,1709.42,Credit Card
9252,PAY009252,20230214,5123,18605.69,Credit Card
9253,PAY009253,20240922,5124,11709.83,Cash
9254,PAY009254,20230919,5125,3984.63,Credit Card
9255,PAY009255,20231022,5125,2324.89,Bank Transfer
9256,PAY009256,20231121,5125,1186.84,SADAD
9257,PAY009257,20231220,5125,1336.54,Cash
9258,PAY009258,20260314,5126,2732.53,Credit Card
9259,PAY009259,20260412,5126,354.35,Cash
9260,PAY009260,20220805,5127,7462.12,SADAD
9261,PAY009261,20250618,5128,18078.08,Credit Card
9262,PAY009262,20220921,5129,6190.81,Cash
9263,PAY009263,20240703,5130,1054.37,Bank Transfer
9264,PAY009264,20240803,5130,1209.77,Bank Transfer
9265,PAY009265,20231013,5131,14489.86,Bank Transfer
9266,PAY009266,20250406,5132,2530.62,SADAD
9267,PAY009267,20250504,5132,454.63,Cash
9268,PAY009268,20250107,5133,82.11,Credit Card
9269,PAY009269,20250205,5133,197.6,Cash
9270,PAY009270,20250309,5133,2109.23,Bank Transfer
9271,PAY009271,20250410,5133,5432.75,Credit Card
9272,PAY009272,20240522,5134,6101.01,SADAD
9273,PAY009273,20240701,5135,8712.58,Credit Card
9274,PAY009274,20260816,5136,11.36,SADAD
9275,PAY009275,20250816,5137,8131.05,Credit Card
9276,PAY009276,20250914,5137,7414.24,Credit Card
9277,PAY009277,20250724,5138,8619.38,Cash
9278,PAY009278,20230616,5139,21538.41,Credit Card
9279,PAY009279,20240123,5140,8070.6,Bank Transfer
9280,PAY009280,20230318,5141,8239.44,SADAD
9281,PAY009281,20250101,5142,11459.24,SADAD
9282,PAY009282,20241107,5143,363.41,Cash
9283,PAY009283,20250714,5144,4141.08,Credit Card
9284,PAY009284,20241126,5145,1855.9,Bank Transfer
9285,PAY009285,20241229,5145,2627.1,Cash
9286,PAY009286,20260624,5146,269.6,Bank Transfer
9287,PAY009287,20260725,5146,1234.78,Cash
9288,PAY009288,20260822,5146,16.43,SADAD
9289,PAY009289,20240914,5147,2546.4,Credit Card
9290,PAY009290,20241013,5147,3325.42,Bank Transfer
9291,PAY009291,20241112,5147,314.95,SADAD
9292,PAY009292,20241212,5147,1897.26,Cash
9293,PAY009293,20240921,5148,381.18,Bank Transfer
9294,PAY009294,20241026,5148,3003.03,Cash
9295,PAY009295,20241122,5148,1810.12,Cash
9296,PAY009296,20241225,5148,30.67,Credit Card
9297,PAY009297,20220311,5149,1932.56,Bank Transfer
9298,PAY009298,20251024,5150,7395.81,Cash
9299,PAY009299,20250219,5151,8600.13,Cash
9300,PAY009300,20250320,5151,258.9,Credit Card
9301,PAY009301,20260201,5152,463.92,Cash
9302,PAY009302,20260301,5152,111.3,SADAD
9303,PAY009303,20260401,5152,616.02,Credit Card
9304,PAY009304,20260429,5152,876.96,Credit Card
9305,PAY009305,20230615,5153,833.64,Bank Transfer
9306,PAY009306,20230718,5153,1146.27,SADAD
9307,PAY009307,20230817,5153,140.7,Credit Card
9308,PAY009308,20230916,5153,413.65,Cash
9309,PAY009309,20231125,5154,15831.73,Cash
9310,PAY009310,20250901,5155,1231.75,Credit Card
9311,PAY009311,20220727,5156,5321.75,SADAD
9312,PAY009312,20220828,5156,262.93,Credit Card
9313,PAY009313,20220925,5156,13719.53,Credit Card
9314,PAY009314,20221024,5156,2773.72,Credit Card
9315,PAY009315,20251004,5157,2444.12,Bank Transfer
9316,PAY009316,20240507,5158,2023.63,Bank Transfer
9317,PAY009317,20231121,5159,1552.07,Cash
9318,PAY009318,20231222,5159,961.66,Bank Transfer
9319,PAY009319,20241019,5160,6824.96,SADAD
9320,PAY009320,20230919,5161,2753.45,Cash
9321,PAY009321,20220908,5162,778.27,Credit Card
9322,PAY009322,20221009,5162,77.8,SADAD
9323,PAY009323,20221107,5162,9.18,Cash
9324,PAY009324,20221208,5162,1553.05,Credit Card
9325,PAY009325,20240624,5163,20736.16,SADAD
9326,PAY009326,20250514,5164,2972.39,Credit Card
9327,PAY009327,20250612,5164,2981.91,Bank Transfer
9328,PAY009328,20240831,5165,686.72,Credit Card
9329,PAY009329,20241112,5166,781.68,Cash
9330,PAY009330,20241211,5166,539.24,Cash
9331,PAY009331,20250110,5166,149.14,SADAD
9332,PAY009332,20250209,5166,269.56,SADAD
9333,PAY009333,20251018,5167,13188.51,Bank Transfer
9334,PAY009334,20251227,5168,60.42,Credit Card
9335,PAY009335,20260122,5168,122.52,Credit Card
9336,PAY009336,20260224,5168,3.4,SADAD
9337,PAY009337,20260323,5168,27.8,Bank Transfer
9338,PAY009338,20251005,5169,1104.96,Credit Card
9339,PAY009339,20251105,5169,1330.61,Credit Card
9340,PAY009340,20240123,5170,42773.48,SADAD
9341,PAY009341,20230220,5171,4204.89,Credit Card
9342,PAY009342,20250302,5172,665.69,Credit Card
9343,PAY009343,20250331,5172,290.97,Cash
9344,PAY009344,20250412,5173,8600.58,SADAD
9345,PAY009345,20241110,5174,5785.67,SADAD
9346,PAY009346,20251204,5175,8827.7,Cash
9347,PAY009347,20260517,5176,614.27,SADAD
9348,PAY009348,20260616,5176,710.21,SADAD
9349,PAY009349,20260717,5176,196.85,SADAD
9350,PAY009350,20260815,5176,2598.58,Bank Transfer
9351,PAY009351,20231122,5177,1711.85,SADAD
9352,PAY009352,20260817,5178,6976.84,Credit Card
9353,PAY009353,20240313,5179,1290.07,SADAD
9354,PAY009354,20260616,5180,27474.47,SADAD
9355,PAY009355,20251203,5181,1282.46,Cash
9356,PAY009356,20251125,5182,21.89,SADAD
9357,PAY009357,20251222,5182,1213.93,Cash
9358,PAY009358,20240326,5183,31004.55,SADAD
9359,PAY009359,20260426,5184,9273.93,Credit Card
9360,PAY009360,20250805,5185,3749.45,Cash
9361,PAY009361,20250903,5185,3959.03,Credit Card
9362,PAY009362,20250629,5186,13604.46,Bank Transfer
9363,PAY009363,20260605,5187,1286.17,Cash
9364,PAY009364,20260703,5187,149.89,Credit Card
9365,PAY009365,20260730,5187,2149.66,Credit Card
9366,PAY009366,20260503,5188,171236.44,SADAD
9367,PAY009367,20250115,5189,16375.26,Bank Transfer
9368,PAY009368,20260422,5190,3289.69,Cash
9369,PAY009369,20250530,5191,895.28,Cash
9370,PAY009370,20240512,5192,5408.87,SADAD
9371,PAY009371,20250509,5193,5363.23,Credit Card
9372,PAY009372,20260531,5194,2035.8,Credit Card
9373,PAY009373,20231018,5195,7611.72,Cash
9374,PAY009374,20250306,5196,80087.87,Cash
9375,PAY009375,20250404,5196,61340.11,Bank Transfer
9376,PAY009376,20231217,5197,8376.03,Credit Card
9377,PAY009377,20240112,5197,3388.68,Cash
9378,PAY009378,20231025,5198,6487.51,SADAD
9379,PAY009379,20250103,5199,504.39,Cash
9380,PAY009380,20250203,5199,1043.07,Credit Card
9381,PAY009381,20250301,5199,2874.75,Bank Transfer
9382,PAY009382,20250330,5199,1320.44,Bank Transfer
9383,PAY009383,20260725,5200,6587.5,Credit Card
9384,PAY009384,20230528,5201,12789.56,SADAD
9385,PAY009385,20231122,5202,678.72,Cash
9386,PAY009386,20240720,5203,1859.42,SADAD
9387,PAY009387,20240822,5203,6642.2,Bank Transfer
9388,PAY009388,20251010,5204,2009.47,Cash
9389,PAY009389,20251107,5204,1344.51,SADAD
9390,PAY009390,20230321,5205,266.62,Credit Card
9391,PAY009391,20230421,5205,780.51,Cash
9392,PAY009392,20230517,5205,5514.46,Bank Transfer
9393,PAY009393,20230617,5205,29.83,SADAD
9394,PAY009394,20241209,5206,141.61,SADAD
9395,PAY009395,20250108,5206,4777.22,Credit Card
9396,PAY009396,20250207,5206,1469.16,Cash
9397,PAY009397,20250304,5206,6477.38,Cash
9398,PAY009398,20231130,5207,1395.48,Cash
9399,PAY009399,20250919,5208,7546.33,Credit Card
9400,PAY009400,20260209,5209,1285.94,Credit Card
9401,PAY009401,20251007,5210,9934.44,Cash
9402,PAY009402,20240608,5211,3048.09,Bank Transfer
9403,PAY009403,20240704,5211,2101.52,Credit Card
9404,PAY009404,20240220,5212,2226.41,Credit Card
9405,PAY009405,20230602,5213,23518.75,SADAD
9406,PAY009406,20220924,5214,462.53,Cash
9407,PAY009407,20221027,5214,285.54,Credit Card
9408,PAY009408,20221126,5214,5.79,Bank Transfer
9409,PAY009409,20221225,5214,668.0,SADAD
9410,PAY009410,20240920,5215,6945.5,Cash
9411,PAY009411,20260413,5216,10747.99,Bank Transfer
9412,PAY009412,20240706,5217,20654.13,Bank Transfer
9413,PAY009413,20240731,5217,694.75,Credit Card
9414,PAY009414,20240209,5218,1956.02,SADAD
9415,PAY009415,20240616,5219,6496.79,Bank Transfer
9416,PAY009416,20240713,5219,2743.85,Cash
9417,PAY009417,20240815,5219,4574.4,Bank Transfer
9418,PAY009418,20240913,5219,10403.48,Credit Card
9419,PAY009419,20260129,5220,2235.95,SADAD
9420,PAY009420,20230615,5221,739.86,SADAD
9421,PAY009421,20241218,5222,288.72,SADAD
9422,PAY009422,20250117,5222,1904.28,SADAD
9423,PAY009423,20250218,5222,1384.67,SADAD
9424,PAY009424,20250316,5222,1619.01,Bank Transfer
9425,PAY009425,20240116,5223,3148.29,Bank Transfer
9426,PAY009426,20240706,5224,8748.59,SADAD
9427,PAY009427,20240623,5225,8938.17,SADAD
9428,PAY009428,20260119,5226,785.18,Bank Transfer
9429,PAY009429,20260222,5226,960.88,Cash
9430,PAY009430,20260319,5226,137.59,Cash
9431,PAY009431,20260422,5226,2137.05,SADAD
9432,PAY009432,20250709,5227,733.09,Credit Card
9433,PAY009433,20250808,5227,832.88,Credit Card
9434,PAY009434,20240430,5228,3391.36,SADAD
9435,PAY009435,20240526,5228,5639.12,Bank Transfer
9436,PAY009436,20260726,5229,1284.3,Credit Card
9437,PAY009437,20230122,5230,1871.73,Credit Card
9438,PAY009438,20230224,5230,5850.38,Credit Card
9439,PAY009439,20260130,5231,3605.05,Cash
9440,PAY009440,20220924,5232,6097.11,Cash
9441,PAY009441,20251115,5233,7999.95,SADAD
9442,PAY009442,20230306,5234,672.76,SADAD
9443,PAY009443,20230407,5234,2854.43,SADAD
9444,PAY009444,20230505,5234,3004.19,Credit Card
9445,PAY009445,20230607,5234,8024.4,SADAD
9446,PAY009446,20241007,5235,4697.34,Credit Card
9447,PAY009447,20241110,5235,456.65,Cash
9448,PAY009448,20241210,5235,380.69,Cash
9449,PAY009449,20250106,5235,1032.18,Bank Transfer
9450,PAY009450,20230919,5236,254.94,Cash
9451,PAY009451,20231021,5236,1006.61,Bank Transfer
9452,PAY009452,20231122,5236,356.39,Cash
9453,PAY009453,20231221,5236,376.4,Credit Card
9454,PAY009454,20250810,5237,2745.99,Credit Card
9455,PAY009455,20250610,5238,10274.92,Cash
9456,PAY009456,20240213,5239,1815.78,Bank Transfer
9457,PAY009457,20240314,5239,1641.17,SADAD
9458,PAY009458,20250612,5240,99.83,Cash
9459,PAY009459,20250713,5240,346.96,Bank Transfer
9460,PAY009460,20250810,5240,220.85,Cash
9461,PAY009461,20250911,5240,190.66,Bank Transfer
9462,PAY009462,20250207,5241,2586.52,Bank Transfer
9463,PAY009463,20250308,5241,606.62,Bank Transfer
9464,PAY009464,20251020,5242,4689.27,SADAD
9465,PAY009465,20240731,5243,80872.25,Bank Transfer
9466,PAY009466,20240901,5243,5318.82,Bank Transfer
9467,PAY009467,20240929,5243,52419.71,SADAD
9468,PAY009468,20241102,5243,34855.77,SADAD
9469,PAY009469,20240804,5244,1162.71,Bank Transfer
9470,PAY009470,20241222,5245,6018.6,Bank Transfer
9471,PAY009471,20250426,5246,4810.75,Bank Transfer
9472,PAY009472,20250524,5246,165375.82,Credit Card
9473,PAY009473,20240608,5247,15868.72,Bank Transfer
9474,PAY009474,20240705,5247,19685.67,Credit Card
9475,PAY009475,20240806,5247,10455.61,Credit Card
9476,PAY009476,20240902,5247,21904.97,Bank Transfer
9477,PAY009477,20231024,5248,6492.7,Bank Transfer
9478,PAY009478,20251020,5249,4228.56,Credit Card
9479,PAY009479,20251120,5249,57.75,Cash
9480,PAY009480,20260212,5250,52154.08,Credit Card
9481,PAY009481,20260314,5250,1346.67,Bank Transfer
9482,PAY009482,20221224,5251,1854.73,Credit Card
9483,PAY009483,20230119,5251,4703.0,Cash
9484,PAY009484,20230816,5252,226638.31,SADAD
9485,PAY009485,20250715,5253,8467.13,Credit Card
9486,PAY009486,20240510,5254,4488.69,SADAD
9487,PAY009487,20260131,5255,2386.9,Cash
9488,PAY009488,20230123,5256,1328.53,Credit Card
9489,PAY009489,20230219,5256,534.83,Cash
9490,PAY009490,20241028,5257,40771.75,Credit Card
9491,PAY009491,20250722,5258,432.65,SADAD
9492,PAY009492,20250818,5258,13988.23,Bank Transfer
9493,PAY009493,20220521,5259,1103.94,SADAD
9494,PAY009494,20220618,5259,73.83,SADAD
9495,PAY009495,20220719,5259,276.7,Credit Card
9496,PAY009496,20220818,5259,314.61,Cash
9497,PAY009497,20251105,5260,368.38,Credit Card
9498,PAY009498,20251206,5260,841.93,Bank Transfer
9499,PAY009499,20230514,5261,2043.59,SADAD
9500,PAY009500,20230614,5261,283.93,SADAD
9501,PAY009501,20250808,5262,19294.3,SADAD
9502,PAY009502,20250527,5263,162558.25,Credit Card
9503,PAY009503,20250624,5263,26909.1,Bank Transfer
9504,PAY009504,20230121,5264,1439.11,SADAD
9505,PAY009505,20230219,5264,445.04,SADAD
9506,PAY009506,20230320,5264,156.0,Bank Transfer
9507,PAY009507,20230420,5264,1006.65,Cash
