policy_key,policy_id,policy_date_key,customer_key,product_key,agent_key,branch_key,policy_type,sum_insured,gross_written_premium,policy_start_date,policy_end_date,is_renewal,is_cancelled
5138,POL005138,20250721,1684,1,34,2,Renewal,87207.26,8619.38,2025-07-21,2026-07-21,True,False
5139,POL005139,20230611,2711,4,22,5,Renewal,251268.15,21538.41,2023-06-11,2024-06-10,True,False
5140,POL005140,20240120,845,3,18,1,New Business,121577.81,8070.6,2024-01-20,2025-01-19,False,False
5141,POL005141,20230315,2455,3,10,4,Renewal,102976.58,8239.44,2023-03-15,2024-03-14,True,False
5142,POL005142,20241229,2630,8,39,1,Renewal,118475.64,11459.24,2024-12-29,2025-12-29,True,False
5143,POL005143,20241107,2585,2,21,3,Cancellation,8510.44,363.41,2024-11-07,2025-11-07,False,True
5144,POL005144,20250710,1891,3,36,5,Renewal,79841.03,4141.08,2025-07-10,2026-07-10,True,False
5145,POL005145,20241124,997,9,31,3,Cancellation,163216.31,4483.0,2024-11-24,2025-11-24,False,True
5146,POL005146,20260621,2405,2,10,4,New Business,36351.12,2194.14,2026-06-21,2027-06-21,False,False
5147,POL005147,20240913,1762,1,32,1,Renewal,118826.55,8084.02,2024-09-13,2025-09-13,True,False
5148,POL005148,20240921,1644,1,1,1,Renewal,48497.51,5225.0,2024-09-21,2025-09-21,True,False
5149,POL005149,20220308,920,2,2,3,New Business,37793.44,1932.56,2022-03-08,2023-03-08,False,False
5150,POL005150,20251022,1545,1,4,5,New Business,69897.88,7395.81,2025-10-22,2026-10-22,False,False
5151,POL005151,20250215,1676,8,26,1,Renewal,120289.49,8859.03,2025-02-15,2026-02-15,True,False
5152,POL005152,20260128,3,1,29,3,New Business,20411.05,2068.2,2026-01-28,2027-01-28,False,False
5153,POL005153,20230614,2895,3,30,3,New Business,33350.09,2534.26,2023-06-14,2024-06-13,False,False
5154,POL005154,20231122,1335,7,1,1,New Business,278022.38,15831.73,2023-11-22,2024-11-21,False,False
5155,POL005155,20250901,2853,2,30,3,New Business,20506.67,1231.75,2025-09-01,2026-09-01,False,False
5156,POL005156,20220726,2817,9,19,5,New Business,321743.8,22077.93,2022-07-26,2023-07-26,False,False
5157,POL005157,20250930,2947,1,27,1,Renewal,23526.91,2444.12,2025-09-30,2026-09-30,True,False
5158,POL005158,20240507,1796,8,3,2,New Business,24633.42,2023.63,2024-05-07,2025-05-07,False,False
5159,POL005159,20231117,295,1,26,1,Renewal,50012.64,2513.73,2023-11-17,2024-11-16,True,False
5160,POL005160,20241017,1305,4,33,2,New Business,89080.01,6824.96,2024-10-17,2025-10-17,False,False
5161,POL005161,20230919,517,8,22,5,New Business,49325.12,2753.45,2023-09-19,2024-09-18,False,False
5162,POL005162,20220907,1915,2,33,2,New Business,38306.98,2418.3,2022-09-07,2023-09-07,False,False
5163,POL005163,20240621,1786,6,40,4,New Business,338506.54,20736.16,2024-06-21,2025-06-21,False,False
5164,POL005164,20250509,2909,1,23,3,New Business,105734.65,5954.3,2025-05-09,2026-05-09,False,False
5165,POL005165,20240829,265,2,16,4,New Business,11275.16,686.72,2024-08-29,2025-08-29,False,False
5166,POL005166,20241108,1931,8,15,3,New Business,16736.43,1739.61,2024-11-08,2025-11-08,False,False
5167,POL005167,20251018,2753,8,4,5,Renewal,218224.44,13188.51,2025-10-18,2026-10-18,True,False
5168,POL005168,20251223,1784,2,26,1,Cancellation,23984.02,214.15,2025-12-23,2026-12-23,False,True
5169,POL005169,20251002,2601,1,12,2,New Business,37815.92,2435.57,2025-10-02,2026-10-02,False,False
5170,POL005170,20240121,2833,5,27,1,Cancellation,1811958.28,42773.48,2024-01-21,2025-01-20,False,True
5171,POL005171,20230220,2051,6,28,4,Cancellation,132106.68,4204.89,2023-02-20,2024-02-20,False,True
5172,POL005172,20250226,278,2,16,4,Cancellation,23604.41,956.66,2025-02-26,2026-02-26,False,True
5173,POL005173,20250408,766,3,8,5,New Business,148869.15,8600.58,2025-04-08,2026-04-08,False,False
5174,POL005174,20241106,2286,3,36,5,New Business,71064.1,5785.67,2024-11-06,2025-11-06,False,False
5175,POL005175,20251129,547,8,27,1,New Business,83242.66,8827.7,2025-11-29,2026-11-29,False,False
5176,POL005176,20260514,1425,3,24,1,Cancellation,57343.6,4119.91,2026-05-14,2027-05-14,False,True
5177,POL005177,20231119,1530,1,3,2,Renewal,24615.09,1711.85,2023-11-19,2024-11-18,True,False
5178,POL005178,20260814,1094,8,19,5,New Business,176642.48,10228.71,2026-08-14,2027-08-14,False,False
5179,POL005179,20240312,2760,2,38,1,Renewal,23492.67,1290.07,2024-03-12,2025-03-12,True,False
5180,POL005180,20260612,2414,6,28,4,Renewal,527326.57,27474.47,2026-06-12,2027-06-12,True,False
5181,POL005181,20251203,1627,2,39,1,New Business,16402.68,1282.46,2025-12-03,2026-12-03,False,False
5182,POL005182,20251121,103,2,3,2,New Business,12661.02,1235.82,2025-11-21,2026-11-21,False,False
5183,POL005183,20240323,258,6,24,1,New Business,545806.01,31004.55,2024-03-23,2025-03-23,False,False
5184,POL005184,20260425,1830,9,24,1,New Business,139297.79,9273.93,2026-04-25,2027-04-25,False,False
5185,POL005185,20250802,2134,3,17,3,Renewal,81822.09,7708.48,2025-08-02,2026-08-02,True,False
5186,POL005186,20250627,708,8,30,3,Renewal,152443.66,13604.46,2025-06-27,2026-06-27,True,False
5187,POL005187,20260531,1370,8,34,2,Renewal,84030.78,5242.6,2026-05-31,2027-05-31,True,False
5188,POL005188,20260502,2018,5,28,4,Renewal,1600030.21,171236.44,2026-05-02,2027-05-02,True,False
5189,POL005189,20250112,1708,9,6,1,New Business,265261.49,16375.26,2025-01-12,2026-01-12,False,False
5190,POL005190,20260422,610,1,28,4,Renewal,36117.94,3289.69,2026-04-22,2027-04-22,True,False
5191,POL005191,20250527,523,8,17,3,Cancellation,129432.13,895.28,2025-05-27,2026-05-27,False,True
5192,POL005192,20240511,389,6,1,1,New Business,77543.21,5408.87,2024-05-11,2025-05-11,False,False
5193,POL005193,20250508,2388,1,29,3,New Business,78841.84,5363.23,2025-05-08,2026-05-08,False,False
5194,POL005194,20260526,2276,1,39,1,Renewal,32368.31,2035.8,2026-05-26,2027-05-26,True,False
5195,POL005195,20231017,1238,1,36,5,Renewal,144681.82,7611.72,2023-10-17,2024-10-16,True,False
5196,POL005196,20250305,490,5,9,5,Renewal,2006002.75,141427.98,2025-03-05,2026-03-05,True,False
5197,POL005197,20231213,2464,3,16,4,New Business,96123.1,11764.71,2023-12-13,2024-12-12,False,False
5198,POL005198,20231023,1326,8,33,2,Renewal,98047.29,6487.51,2023-10-23,2024-10-22,True,False
5199,POL005199,20241230,1351,8,33,2,New Business,54261.49,5742.65,2024-12-30,2025-12-30,False,False
5200,POL005200,20260721,888,1,19,5,Renewal,54689.07,6587.5,2026-07-21,2027-07-21,True,False
5201,POL005201,20230523,2265,9,8,5,Renewal,239397.7,12789.56,2023-05-23,2024-05-22,True,False
5202,POL005202,20231118,2909,2,15,3,New Business,10655.14,678.72,2023-11-18,2024-11-17,False,False
5203,POL005203,20240719,2693,6,28,4,Renewal,128337.97,8501.62,2024-07-19,2025-07-19,True,False
5204,POL005204,20251008,756,1,7,5,Renewal,67065.51,3353.98,2025-10-08,2026-10-08,True,False
5205,POL005205,20230318,2874,1,27,1,Renewal,85795.35,6591.41,2023-03-18,2024-03-17,True,False
5206,POL005206,20241204,2607,8,5,4,New Business,250516.0,12865.37,2024-12-04,2025-12-04,False,False
5207,POL005207,20231130,1762,2,29,3,Renewal,24154.86,1395.48,2023-11-30,2024-11-29,True,False
5208,POL005208,20250916,471,1,10,4,Renewal,125941.08,7546.33,2025-09-16,2026-09-16,True,False
5209,POL005209,20260204,2146,2,13,3,New Business,12736.35,1285.94,2026-02-04,2027-02-04,False,False
5210,POL005210,20251002,1096,3,40,4,Renewal,146234.9,9934.44,2025-10-02,2026-10-02,True,False
5211,POL005211,20240604,2396,8,21,3,Renewal,93552.04,5149.61,2024-06-04,2025-06-04,True,False
5212,POL005212,20240216,2371,2,10,4,New Business,23798.33,2226.41,2024-02-16,2025-02-15,False,False
5213,POL005213,20230531,1064,6,28,4,New Business,461518.31,23518.75,2023-05-31,2024-05-30,False,False
5214,POL005214,20220923,2931,2,8,5,Renewal,18041.99,1421.87,2022-09-23,2023-09-23,True,False
5215,POL005215,20240917,2099,3,7,5,New Business,79351.74,6945.5,2024-09-17,2025-09-17,False,False
5216,POL005216,20260411,1415,4,4,5,New Business,205559.74,10747.99,2026-04-11,2027-04-11,False,False
5217,POL005217,20240701,1623,4,19,5,Renewal,272736.79,21348.88,2024-07-01,2025-07-01,True,False
5218,POL005218,20240208,2165,2,25,2,New Business,32644.64,1956.02,2024-02-08,2025-02-07,False,False
5219,POL005219,20240613,1323,9,13,3,Renewal,231582.49,24218.53,2024-06-13,2025-06-13,True,False
5220,POL005220,20260126,927,1,2,3,Renewal,21851.91,2235.95,2026-01-26,2027-01-26,True,False
5221,POL005221,20230615,2980,1,36,5,Cancellation,63545.02,739.86,2023-06-15,2024-06-14,False,True
5222,POL005222,20241215,405,1,14,2,Renewal,77025.84,5196.68,2024-12-15,2025-12-15,True,False
5223,POL005223,20240113,1488,8,32,1,New Business,45741.68,3148.29,2024-01-13,2025-01-12,False,False
5224,POL005224,20240702,55,1,21,3,Renewal,90993.48,8748.59,2024-07-02,2025-07-02,True,False
5225,POL005225,20240621,149,1,34,2,New Business,100603.96,8938.17,2024-06-21,2025-06-21,False,False
5226,POL005226,20260118,1144,8,10,4,Renewal,55026.95,4020.7,2026-01-18,2027-01-18,True,False
5227,POL005227,20250705,2313,3,35,4,Cancellation,79983.86,1565.97,2025-07-05,2026-07-05,False,True
5228,POL005228,20240425,1570,3,24,1,New Business,93499.19,9030.48,2024-04-25,2025-04-25,False,False
5229,POL005229,20260721,2450,2,27,1,Renewal,24944.28,1284.3,2026-07-21,2027-07-21,True,False
5230,POL005230,20230121,669,3,9,5,New Business,111711.67,7722.11,2023-01-21,2024-01-21,False,False
5231,POL005231,20260127,713,1,31,3,New Business,68024.77,3605.05,2026-01-27,2027-01-27,False,False
5232,POL005232,20220919,844,1,40,4,Renewal,100264.6,6097.11,2022-09-19,2023-09-19,True,False
5233,POL005233,20251114,1390,9,31,3,Renewal,142833.44,7999.95,2025-11-14,2026-11-14,True,False
5234,POL005234,20230305,135,7,11,1,Cancellation,495715.98,14555.79,2023-03-05,2024-03-04,False,True
5235,POL005235,20241007,2106,8,2,3,New Business,88338.73,6566.86,2024-10-07,2025-10-07,False,False
5236,POL005236,20230919,110,1,27,1,New Business,23043.53,1994.35,2023-09-19,2024-09-18,False,False
5237,POL005237,20250805,73,8,9,5,Renewal,43733.96,2745.99,2025-08-05,2026-08-05,True,False
5238,POL005238,20250608,1096,4,30,3,New Business,127173.22,10274.92,2025-06-08,2026-06-08,False,False
5239,POL005239,20240212,392,1,19,5,Renewal,53428.61,3456.95,2024-02-12,2025-02-11,True,False
5240,POL005240,20250610,889,1,12,2,Cancellation,89258.98,858.3,2025-06-10,2026-06-10,False,True
5241,POL005241,20250204,2716,3,28,4,Cancellation,139458.35,3193.14,2025-02-04,2026-02-04,False,True
5242,POL005242,20251019,1729,8,32,1,Cancellation,152407.47,4689.27,2025-10-19,2026-10-19,False,True
5243,POL005243,20240730,212,5,7,5,New Business,3203891.19,173466.55,2024-07-30,2025-07-30,False,False
5244,POL005244,20240730,2259,2,15,3,Renewal,12746.55,1162.71,2024-07-30,2025-07-30,True,False
5245,POL005245,20241221,2285,3,12,2,New Business,105375.24,6018.6,2024-12-21,2025-12-21,False,False
5246,POL005246,20250423,1831,5,31,3,Renewal,2966382.06,170186.57,2025-04-23,2026-04-23,True,False
5247,POL005247,20240604,2640,7,15,3,New Business,1303854.82,67914.98,2024-06-04,2025-06-04,False,False
5248,POL005248,20231023,584,9,9,5,New Business,98024.67,6492.7,2023-10-23,2024-10-22,False,False
5249,POL005249,20251017,532,9,9,5,New Business,52811.63,4286.31,2025-10-17,2026-10-17,False,False
5250,POL005250,20260211,1954,7,29,3,Renewal,720754.4,53500.75,2026-02-11,2027-02-11,True,False
5251,POL005251,20221219,1827,1,22,5,New Business,130770.86,6557.73,2022-12-19,2023-12-19,False,False
5252,POL005252,20230814,2135,5,34,2,Renewal,2320870.48,226638.31,2023-08-14,2024-08-13,True,False
5253,POL005253,20250711,1155,1,34,2,New Business,168863.1,8467.13,2025-07-11,2026-07-11,False,False
5254,POL005254,20240509,1551,1,13,3,Renewal,67282.01,4488.69,2024-05-09,2025-05-09,True,False
5255,POL005255,20260126,2189,2,32,1,Renewal,33574.08,2386.9,2026-01-26,2027-01-26,True,False
5256,POL005256,20230118,65,2,19,5,Renewal,35035.99,1863.36,2023-01-18,2024-01-18,True,False
5257,POL005257,20241024,2408,5,36,5,New Business,650743.33,40771.75,2024-10-24,2025-10-24,False,False
5258,POL005258,20250718,1275,8,29,3,Renewal,125054.01,14420.88,2025-07-18,2026-07-18,True,False
5259,POL005259,20220516,2874,2,16,4,Renewal,17924.14,1769.08,2022-05-16,2023-05-16,True,False
5260,POL005260,20251101,536,2,4,5,New Business,23819.13,1210.31,2025-11-01,2026-11-01,False,False
5261,POL005261,20230510,1669,2,6,1,Renewal,38525.71,2327.52,2023-05-10,2024-05-09,True,False
5262,POL005262,20250807,1943,6,38,1,Cancellation,420553.48,19294.3,2025-08-07,2026-08-07,False,True
5263,POL005263,20250525,2152,5,5,4,Renewal,3247578.64,189467.35,2025-05-25,2026-05-25,True,False
5264,POL005264,20230116,1780,3,14,2,Renewal,51660.04,3046.8,2023-01-16,2024-01-16,True,False
5265,POL005265,20241210,921,1,37,3,New Business,132200.29,7952.49,2024-12-10,2025-12-10,False,False
5266,POL005266,20220906,1344,7,38,1,New Business,662277.68,33672.28,2022-09-06,2023-09-06,False,False
5267,POL005267,20230504,2295,1,22,5,Renewal,36265.36,3599.54,2023-05-04,2024-05-03,True,False
5268,POL005268,20260608,1361,9,4,5,New Business,160504.76,14117.24,2026-06-08,2027-06-08,False,False
5269,POL005269,20250225,1997,1,37,3,Renewal,55953.8,4367.18,2025-02-25,2026-02-25,True,False
5270,POL005270,20250926,2390,1,25,2,Renewal,88756.07,7253.12,2025-09-26,2026-09-26,True,False
5271,POL005271,20230517,2305,7,40,4,Renewal,170739.68,10573.69,2023-05-17,2024-05-16,True,False
5272,POL005272,20240409,2900,4,31,3,Renewal,192281.71,12341.61,2024-04-09,2025-04-09,True,False
5273,POL005273,20240427,554,8,2,3,New Business,35450.44,2133.36,2024-04-27,2025-04-27,False,False
5274,POL005274,20240915,124,1,7,5,Renewal,40039.22,3950.64,2024-09-15,2025-09-15,True,False
5275,POL005275,20250306,2736,8,27,1,Renewal,162169.6,12727.82,2025-03-06,2026-03-06,True,False
5276,POL005276,20250126,1319,2,32,1,New Business,23447.47,1940.64,2025-01-26,2026-01-26,False,False
5277,POL005277,20251220,2387,1,3,2,Renewal,112791.53,8832.22,2025-12-20,2026-12-20,True,False
5278,POL005278,20241006,2857,1,1,1,Renewal,56730.91,7008.08,2024-10-06,2025-10-06,True,False
5279,POL005279,20241007,2586,6,23,3,Renewal,215419.37,15604.48,2024-10-07,2025-10-07,True,False
5280,POL005280,20240214,642,1,12,2,Renewal,36355.61,2260.83,2024-02-14,2025-02-13,True,False
5281,POL005281,20230615,2952,5,38,1,Cancellation,2969126.59,102557.42,2023-06-15,2024-06-14,False,True
5282,POL005282,20250406,1219,1,34,2,New Business,65782.62,7704.25,2025-04-06,2026-04-06,False,False
5283,POL005283,20240106,471,9,30,3,New Business,124572.49,9175.27,2024-01-06,2025-01-05,False,False
5284,POL005284,20241105,262,7,12,2,Renewal,985548.69,53633.14,2024-11-05,2025-11-05,True,False
5285,POL005285,20260227,963,1,21,3,New Business,47013.66,3565.9,2026-02-27,2027-02-27,False,False
5286,POL005286,20220731,1833,2,31,3,Renewal,21219.24,2010.9,2022-07-31,2023-07-31,True,False
5287,POL005287,20250603,533,8,25,2,Renewal,244442.62,14188.29,2025-06-03,2026-06-03,True,False
5288,POL005288,20250613,1975,3,21,3,New Business,33385.99,2088.27,2025-06-13,2026-06-13,False,False
5289,POL005289,20250827,2904,1,38,1,Renewal,40920.3,4493.87,2025-08-27,2026-08-27,True,False
5290,POL005290,20240107,1956,1,5,4,Renewal,134797.36,8306.12,2024-01-07,2025-01-06,True,False
5291,POL005291,20240408,2089,1,2,3,Cancellation,98093.1,4317.27,2024-04-08,2025-04-08,False,True
5292,POL005292,20240725,2443,9,3,2,Renewal,98522.86,8819.99,2024-07-25,2025-07-25,True,False
5293,POL005293,20240313,2900,2,27,1,Renewal,23404.11,1675.26,2024-03-13,2025-03-13,True,False
5294,POL005294,20240424,1944,6,10,4,Renewal,126701.95,6748.41,2024-04-24,2025-04-24,True,False
5295,POL005295,20260306,1882,7,8,5,Renewal,801310.65,79785.28,2026-03-06,2027-03-06,True,False
5296,POL005296,20251130,1509,7,25,2,Renewal,369301.99,23259.89,2025-11-30,2026-11-30,True,False
5297,POL005297,20230128,207,1,14,2,New Business,120316.17,7041.79,2023-01-28,2024-01-28,False,False
5298,POL005298,20260303,2347,2,24,1,Renewal,27625.9,1485.03,2026-03-03,2027-03-03,True,False
5299,POL005299,20260528,1825,2,25,2,Renewal,9879.64,834.28,2026-05-28,2027-05-28,True,False
5300,POL005300,20240126,2295,1,6,1,Renewal,139165.48,8733.74,2024-01-26,2025-01-25,True,False
5301,POL005301,20260516,2821,1,15,3,Renewal,52671.78,4552.28,2026-05-16,2027-05-16,True,False
5302,POL005302,20221125,1582,3,18,1,Cancellation,149285.5,5050.56,2022-11-25,2023-11-25,False,True
5303,POL005303,20221213,752,9,25,2,New Business,88417.78,5774.14,2022-12-13,2023-12-13,False,False
5304,POL005304,20221106,2489,5,14,2,Renewal,1859297.17,115900.73,2022-11-06,2023-11-06,True,False
5305,POL005305,20250111,2348,1,26,1,New Business,142673.71,7299.81,2025-01-11,2026-01-11,False,False
5306,POL005306,20240826,1616,3,20,4,New Business,175247.67,11713.53,2024-08-26,2025-08-26,False,False
5307,POL005307,20250130,2389,7,21,3,New Business,114064.15,7473.8,2025-01-30,2026-01-30,False,False
5308,POL005308,20240309,1643,2,14,2,Cancellation,10817.46,367.51,2024-03-09,2025-03-09,False,True
5309,POL005309,20230609,2913,2,8,5,Renewal,20217.26,2338.39,2023-06-09,2024-06-08,True,False
5310,POL005310,20250308,1593,6,17,3,New Business,469162.26,33215.0,2025-03-08,2026-03-08,False,False
5311,POL005311,20250902,2918,8,4,5,Renewal,37599.71,2080.63,2025-09-02,2026-09-02,True,False
5312,POL005312,20240602,371,3,14,2,Renewal,41727.06,3373.97,2024-06-02,2025-06-02,True,False
5313,POL005313,20260606,801,8,31,3,Renewal,63144.08,3169.37,2026-06-06,2027-06-06,True,False
5314,POL005314,20251211,2476,5,27,1,New Business,1457239.76,146882.9,2025-12-11,2026-12-11,False,False
5315,POL005315,20260228,669,9,39,1,New Business,474998.18,27954.9,2026-02-28,2027-02-28,False,False
5316,POL005316,20230328,1888,2,31,3,Renewal,24260.12,2019.04,2023-03-28,2024-03-27,True,False
5317,POL005317,20250503,2428,2,38,1,Renewal,16049.5,1900.88,2025-05-03,2026-05-03,True,False
5318,POL005318,20260512,747,1,38,1,Cancellation,86974.85,3329.89,2026-05-12,2027-05-12,False,True
5319,POL005319,20221011,1334,9,19,5,Renewal,44422.07,4356.4,2022-10-11,2023-10-11,True,False
5320,POL005320,20230523,1959,8,1,1,New Business,74886.04,7859.98,2023-05-23,2024-05-22,False,False
5321,POL005321,20260307,2849,1,7,5,New Business,24796.92,2598.09,2026-03-07,2027-03-07,False,False
5322,POL005322,20260102,799,3,31,3,Renewal,71628.96,5489.52,2026-01-02,2027-01-02,True,False
5323,POL005323,20260320,1023,1,28,4,Renewal,138194.93,7621.74,2026-03-20,2027-03-20,True,False
5324,POL005324,20230323,1474,2,32,1,Renewal,13648.27,836.38,2023-03-23,2024-03-22,True,False
5325,POL005325,20250722,277,7,34,2,New Business,1194168.79,72794.68,2025-07-22,2026-07-22,False,False
5326,POL005326,20240206,259,5,38,1,New Business,1183428.86,91284.98,2024-02-06,2025-02-05,False,False
5327,POL005327,20260321,1785,1,24,1,New Business,31224.53,2054.19,2026-03-21,2027-03-21,False,False
5328,POL005328,20231013,2838,1,24,1,New Business,74458.33,7791.99,2023-10-13,2024-10-12,False,False
5329,POL005329,20251023,2279,4,32,1,Renewal,178398.1,9676.87,2025-10-23,2026-10-23,True,False
5330,POL005330,20260427,799,8,1,1,Renewal,140848.33,14348.36,2026-04-27,2027-04-27,True,False
5331,POL005331,20260310,2923,1,12,2,Renewal,84084.73,7877.85,2026-03-10,2027-03-10,True,False
5332,POL005332,20230705,589,1,35,4,Renewal,74758.66,5218.44,2023-07-05,2024-07-04,True,False
5333,POL005333,20260405,1535,3,13,3,New Business,154403.51,8184.48,2026-04-05,2027-04-05,False,False
5334,POL005334,20220427,1231,5,32,1,Cancellation,725295.9,24244.55,2022-04-27,2023-04-27,False,True
5335,POL005335,20251228,2044,8,18,1,New Business,98385.21,6106.84,2025-12-28,2026-12-28,False,False
5336,POL005336,20240217,1864,2,10,4,Renewal,19704.9,1800.41,2024-02-17,2025-02-16,True,False
5337,POL005337,20240516,504,7,36,5,Cancellation,983446.85,7334.8,2024-05-16,2025-05-16,False,True
5338,POL005338,20241012,2212,4,31,3,New Business,389674.42,23084.41,2024-10-12,2025-10-12,False,False
5339,POL005339,20250421,1437,8,2,3,Renewal,155612.01,12902.06,2025-04-21,2026-04-21,True,False
5340,POL005340,20260302,50,1,21,3,Renewal,42245.31,4539.35,2026-03-02,2027-03-02,True,False
5341,POL005341,20230516,2629,4,36,5,Renewal,125357.51,7009.33,2023-05-16,2024-05-15,True,False
5342,POL005342,20250226,2015,3,17,3,New Business,127465.6,9639.76,2025-02-26,2026-02-26,False,False
5343,POL005343,20251002,1830,4,35,4,Renewal,321021.69,19155.78,2025-10-02,2026-10-02,True,False
5344,POL005344,20230816,1544,9,13,3,Renewal,306512.1,17585.65,2023-08-16,2024-08-15,True,False
5345,POL005345,20250620,1354,2,16,4,Cancellation,7848.83,369.37,2025-06-20,2026-06-20,False,True
5346,POL005346,20240612,2352,3,27,1,Cancellation,118712.19,3884.32,2024-06-12,2025-06-12,False,True
5347,POL005347,20241010,606,8,10,4,Renewal,49143.05,2562.7,2024-10-10,2025-10-10,True,False
5348,POL005348,20231022,698,3,33,2,New Business,147811.6,7739.46,2023-10-22,2024-10-21,False,False
5349,POL005349,20260724,743,2,14,2,Renewal,15174.36,1447.82,2026-07-24,2027-07-24,True,False
5350,POL005350,20220927,2043,8,16,4,New Business,52025.65,4424.45,2022-09-27,2023-09-27,False,False
5351,POL005351,20251026,675,2,8,5,Renewal,10783.29,1330.6,2025-10-26,2026-10-26,True,False
5352,POL005352,20250323,16,8,17,3,Renewal,80636.1,4738.12,2025-03-23,2026-03-23,True,False
5353,POL005353,20220820,1959,1,37,3,Renewal,50889.62,3360.81,2022-08-20,2023-08-20,True,False
5354,POL005354,20251126,2407,1,32,1,Renewal,84956.73,4308.57,2025-11-26,2026-11-26,True,False
5355,POL005355,20240302,66,2,37,3,Renewal,41737.72,2470.01,2024-03-02,2025-03-02,True,False
5356,POL005356,20251220,471,2,39,1,Renewal,28886.62,2177.0,2025-12-20,2026-12-20,True,False
5357,POL005357,20250314,2952,2,15,3,New Business,16191.0,1308.04,2025-03-14,2026-03-14,False,False
5358,POL005358,20240404,2645,4,34,2,Renewal,91329.09,6392.16,2024-04-04,2025-04-04,True,False
5359,POL005359,20240616,2073,8,39,1,Renewal,66028.69,5431.66,2024-06-16,2025-06-16,True,False
5360,POL005360,20250715,1484,5,29,3,New Business,1591864.38,170093.19,2025-07-15,2026-07-15,False,False
5361,POL005361,20240529,2193,5,17,3,Cancellation,946273.88,42056.29,2024-05-29,2025-05-29,False,True
5362,POL005362,20250106,1599,4,5,4,Cancellation,194840.41,6821.5,2025-01-06,2026-01-06,False,True
5363,POL005363,20240925,1962,1,17,3,Renewal,78298.63,5673.62,2024-09-25,2025-09-25,True,False
5364,POL005364,20250904,2623,1,11,1,New Business,56848.5,5329.32,2025-09-04,2026-09-04,False,False
5365,POL005365,20251031,1865,1,29,3,New Business,125311.4,6655.03,2025-10-31,2026-10-31,False,False
5366,POL005366,20260421,2543,1,6,1,Cancellation,87298.43,2640.22,2026-04-21,2027-04-21,False,True
5367,POL005367,20260302,1530,3,32,1,Renewal,57660.54,3597.99,2026-03-02,2027-03-02,True,False
5368,POL005368,20240605,905,8,9,5,Renewal,210092.32,11824.39,2024-06-05,2025-06-05,True,False
5369,POL005369,20241115,117,1,4,5,New Business,44359.54,5444.53,2024-11-15,2025-11-15,False,False
5370,POL005370,20260123,465,2,29,3,New Business,16800.74,1415.99,2026-01-23,2027-01-23,False,False
5371,POL005371,20241127,133,2,21,3,Renewal,20744.64,2355.77,2024-11-27,2025-11-27,True,False
5372,POL005372,20250301,1241,1,12,2,New Business,58436.95,6145.94,2025-03-01,2026-03-01,False,False
5373,POL005373,20241111,1923,5,7,5,Cancellation,2376942.16,50299.99,2024-11-11,2025-11-11,False,True
5374,POL005374,20240720,227,9,27,1,New Business,272794.22,26164.45,2024-07-20,2025-07-20,False,False
5375,POL005375,20260522,798,8,24,1,Renewal,55559.57,4065.04,2026-05-22,2027-05-22,True,False
5376,POL005376,20250323,2398,9,35,4,New Business,343785.22,26960.55,2025-03-23,2026-03-23,False,False
5377,POL005377,20241204,2064,8,12,2,Renewal,87156.2,9232.2,2024-12-04,2025-12-04,True,False
5378,POL005378,20240618,1,2,34,2,Renewal,13541.79,976.65,2024-06-18,2025-06-18,True,False
5379,POL005379,20240523,2593,5,31,3,Renewal,1501602.82,81988.63,2024-05-23,2025-05-23,True,False
5380,POL005380,20250404,2874,1,31,3,Cancellation,42203.66,1770.47,2025-04-04,2026-04-04,False,True
5381,POL005381,20240604,2409,1,31,3,Renewal,114136.21,7623.04,2024-06-04,2025-06-04,True,False
5382,POL005382,20230717,2969,8,16,4,Renewal,256346.51,14126.48,2023-07-17,2024-07-16,True,False
5383,POL005383,20231124,2332,2,32,1,Renewal,31004.48,1554.17,2023-11-24,2024-11-23,True,False
5384,POL005384,20241026,1335,3,22,5,Cancellation,102231.34,2788.11,2024-10-26,2025-10-26,False,True
5385,POL005385,20240304,1198,6,18,1,Cancellation,125731.09,2538.46,2024-03-04,2025-03-04,False,True
5386,POL005386,20251122,1638,1,11,1,Cancellation,51602.62,1279.74,2025-11-22,2026-11-22,False,True
5387,POL005387,20241226,112,9,6,1,New Business,337641.53,25391.7,2024-12-26,2025-12-26,False,False
5388,POL005388,20260710,746,1,10,4,New Business,15870.89,1624.02,2026-07-10,2027-07-10,False,False
5389,POL005389,20230323,1416,3,19,5,New Business,44297.75,5409.82,2023-03-23,2024-03-22,False,False
5390,POL005390,20230315,2748,5,6,1,Renewal,3168112.62,241762.03,2023-03-15,2024-03-14,True,False
5391,POL005391,20260625,1880,1,29,3,New Business,72680.26,4842.56,2026-06-25,2027-06-25,False,False
5392,POL005392,20220629,2970,8,29,3,New Business,56000.77,3178.51,2022-06-29,2023-06-29,False,False
5393,POL005393,20260213,371,2,38,1,Renewal,23121.01,1272.53,2026-02-13,2027-02-13,True,False
5394,POL005394,20251224,141,3,33,2,Renewal,113162.7,9713.62,2025-12-24,2026-12-24,True,False
5395,POL005395,20221020,2916,3,21,3,Renewal,35914.16,2204.92,2022-10-20,2023-10-20,True,False
5396,POL005396,20260316,1494,8,13,3,Renewal,169550.82,14053.37,2026-03-16,2027-03-16,True,False
5397,POL005397,20250328,582,5,28,4,Renewal,1916108.47,103881.52,2025-03-28,2026-03-28,True,False
